group,dataset,dataset_id,files,total_rr,A,AAAA,NS,SOA,MX,TXT,CNAME,DNAME,wildcard,rewrite_rr,rewrite_ratio,delegation_rr,delegation_ratio,avg_rr_per_file,max_rr_per_file,avg_owner_depth,max_owner_depth,category
files-100-500,webd.pl,files-100-500/webd.pl,287,2451,510,0,1191,287,274,21,168,0,0,168,0.06854345165238677,1478,0.6030191758465933,8.54006968641115,834,3.1117911056711547,5,rewrite-heavy
files-100-500,webng.com,files-100-500/webng.com,270,783,507,0,5,270,1,0,0,0,0,0,0.0,275,0.351213282247765,2.9,30,3.0063856960408684,4,delegation-heavy
files-100-500,webself.net,files-100-500/webself.net,332,999,332,0,5,332,330,0,0,0,0,0,0.0,337,0.33733733733733734,3.0090361445783134,8,3.5055055055055053,5,delegation-heavy
files-100-500,website-start.de,files-100-500/website-start.de,341,2226,548,3,1332,341,2,0,0,0,0,0,0.0,1673,0.7515723270440252,6.527859237536657,872,3.0238095238095237,4,delegation-heavy
files-100-500,webwealth.us,files-100-500/webwealth.us,159,450,159,0,4,159,128,0,0,0,0,0,0.0,163,0.3622222222222222,2.830188679245283,7,3.097777777777778,4,delegation-heavy
files-100-500,wednet.edu,files-100-500/wednet.edu,151,2433,544,0,1286,151,292,77,83,0,0,83,0.034114262227702426,1437,0.5906288532675709,16.112582781456954,673,3.2979860254829427,5,delegation-heavy
files-100-500,wendellbennett.com,files-100-500/wendellbennett.com,108,755,109,0,430,108,108,0,0,0,0,0,0.0,538,0.7125827814569536,6.9907407407407405,220,2.993377483443709,3,delegation-heavy
files-100-500,wertot.com,files-100-500/wertot.com,220,569,220,0,5,220,124,0,0,0,0,0,0.0,225,0.3954305799648506,2.5863636363636364,8,2.9859402460456943,3,delegation-heavy
files-100-500,wo.tc,files-100-500/wo.tc,256,3415,472,0,2564,256,110,12,1,0,0,1,0.00029282576866764275,2820,0.8257686676427526,13.33984375,1397,3.049194729136164,5,delegation-heavy
files-100-500,www.de,files-100-500/www.de,175,1048,175,0,698,175,0,0,0,0,0,0,0.0,873,0.8330152671755725,5.988571428571428,322,3.1106870229007635,5,delegation-heavy
files-100-500,x-y.net,files-100-500/x-y.net,102,739,130,0,406,102,101,0,0,0,0,0,0.0,508,0.6874154262516915,7.245098039215686,228,3.010825439783491,4,delegation-heavy
files-100-500,x0.com,files-100-500/x0.com,322,2337,342,0,1290,322,324,0,59,0,0,59,0.025246041934103552,1612,0.6897732135216089,7.25776397515528,657,3.029097133076594,4,delegation-heavy
files-100-500,x10.mx,files-100-500/x10.mx,107,853,163,0,442,107,115,6,20,0,0,20,0.023446658851113716,549,0.6436107854630715,7.97196261682243,289,3.0433763188745604,4,delegation-heavy
files-100-500,xii.jp,files-100-500/xii.jp,240,1698,247,0,964,240,239,0,8,0,0,8,0.004711425206124852,1204,0.7090694935217904,7.075,492,3.002944640753828,4,delegation-heavy
files-100-500,xitinblog.net,files-100-500/xitinblog.net,269,1612,269,0,1074,269,0,0,0,0,0,0,0.0,1343,0.8331265508684863,5.992565055762082,540,2.997518610421836,3,delegation-heavy
files-100-500,xoom.it,files-100-500/xoom.it,281,1732,271,0,1180,281,0,0,0,0,0,0,0.0,1461,0.8435334872979214,6.1637010676156585,655,3.0011547344110854,4,delegation-heavy
files-100-500,xsrv.jp,files-100-500/xsrv.jp,167,2394,369,0,1515,167,339,4,0,0,0,0,0.0,1682,0.7025898078529658,14.335329341317365,1140,2.9974937343358397,3,delegation-heavy
files-100-500,yahoo.com,files-100-500/yahoo.com,151,25974,2343,10,1195,151,1671,75,20529,0,0,20529,0.7903672903672904,1346,0.051821051821051824,172.01324503311258,20436,4.0364980364980365,9,rewrite-heavy
files-100-500,yale.edu,files-100-500/yale.edu,201,3357,740,1,1612,201,296,1,506,0,0,506,0.15072981829014,1813,0.5400655347036044,16.70149253731343,999,3.350312779267203,5,rewrite-heavy
files-100-500,yorku.ca,files-100-500/yorku.ca,108,1414,480,3,643,108,34,0,146,0,0,146,0.10325318246110325,751,0.5311173974540311,13.092592592592593,381,3.487977369165488,9,rewrite-heavy
files-100-500,yourfreehosting.net,files-100-500/yourfreehosting.net,287,1720,287,0,1146,287,0,0,0,0,0,0,0.0,1433,0.833139534883721,5.993031358885017,572,3.0046511627906978,4,delegation-heavy
files-100-500,yourprospex.com,files-100-500/yourprospex.com,175,357,175,0,5,175,2,0,0,0,0,0,0.0,180,0.5042016806722689,2.04,9,2.9971988795518207,4,delegation-heavy
files-100-500,za.net,files-100-500/za.net,372,5051,1070,29,2515,372,672,121,272,0,0,272,0.05385072262918234,2887,0.5715699861413581,13.577956989247312,1867,3.1773906157196596,6,rewrite-heavy
files-100-500,zgora.pl,files-100-500/zgora.pl,220,3669,1200,21,1760,220,258,68,142,0,0,142,0.038702643772144996,1980,0.5396565821749796,16.677272727272726,2042,3.229490324339057,7,delegation-heavy
files-100-500,zhp.pl,files-100-500/zhp.pl,144,1264,205,0,681,144,160,16,58,0,0,58,0.04588607594936709,825,0.6526898734177216,8.777777777777779,344,3.2009493670886076,6,delegation-heavy
files-500-1000,votesp.com,files-500-1000/votesp.com,989,2604,989,0,5,989,621,0,0,0,0,0,0.0,994,0.3817204301075269,2.6329625884732053,8,2.996927803379416,3,delegation-heavy
files-500-1000,web.tr,files-500-1000/web.tr,562,9234,2896,4,4390,562,723,194,465,0,0,465,0.050357374918778425,4952,0.536278969027507,16.430604982206404,5213,3.167749620965995,6,rewrite-heavy
files-500-1000,weblog.com,files-500-1000/weblog.com,554,3381,615,0,2210,554,2,0,0,0,0,0,0.0,2764,0.8175096125406685,6.102888086642599,1171,2.9982253771073646,3,delegation-heavy
files-500-1000,wisc.edu,files-500-1000/wisc.edu,579,8489,2288,140,3395,579,1786,32,269,0,0,269,0.031688066910118974,3974,0.4681352338320179,14.661485319516407,1781,3.4126516668629994,9,delegation-heavy
files-500-1000,wopert.com,files-500-1000/wopert.com,554,1457,554,0,5,554,344,0,0,0,0,0,0.0,559,0.38366506520247085,2.6299638989169676,8,2.9945092656142758,3,delegation-heavy
files-500-1000,wroc.pl,files-500-1000/wroc.pl,550,6653,1973,7,2691,550,688,166,578,0,0,578,0.0868781001052157,3241,0.4871486547422216,12.096363636363636,1737,3.6045393055764317,7,rewrite-heavy
files-500-1000,wroclaw.pl,files-500-1000/wroclaw.pl,509,10160,3501,1,5120,509,608,174,247,0,0,247,0.024311023622047245,5629,0.5540354330708661,19.960707269155208,6532,3.1056102362204725,6,delegation-heavy
files-500-1000,zp.ua,files-500-1000/zp.ua,644,10552,2983,37,5410,644,1121,168,189,0,0,189,0.017911296436694465,6054,0.5737300985595147,16.385093167701864,5350,3.128127369219105,6,delegation-heavy
files-1000-plus,waw.pl,files-1000-plus/waw.pl,2250,40976,14081,44,20028,2250,2609,770,1194,0,0,1194,0.029139008199921906,22278,0.5436841077704022,18.211555555555556,24216,3.13044221007419,8,delegation-heavy
files-1000-plus,web.id,files-1000-plus/web.id,2368,40614,9633,55,21014,2368,4214,774,2556,0,0,2556,0.06293396365785198,23382,0.5757128083911952,17.15118243243243,21114,3.127788447333432,7,rewrite-heavy
files-1000-plus,wp-studio.net,files-1000-plus/wp-studio.net,1187,8019,1187,0,4746,1187,0,899,0,0,0,0,0.0,5933,0.739867813941888,6.755686604886268,2376,2.9995011846863697,3,delegation-heavy
files-1000-plus,youaremighty.com,files-1000-plus/youaremighty.com,3271,21839,3271,0,13082,3271,0,2215,0,0,0,0,0.0,16353,0.748798021887449,6.676551513298685,3816,3.473235954027199,9,delegation-heavy
top-10,co.kr,top-10/co.kr,80209,1090861,336586,275,540337,80209,67158,23593,42698,5,0,42703,0.039146142359108994,620546,0.5688589105303059,13.600231894176463,543982,3.1675208848790084,8,rewrite-heavy
top-10,com.cn,top-10/com.cn,46821,509943,182033,62,228661,46821,28016,3839,20510,1,0,20511,0.040222142474747175,275482,0.5402211619730048,10.891330813096687,298126,3.135291591413158,10,rewrite-heavy
top-10,com.mx,top-10/com.mx,32271,527487,148553,172,275836,32271,44357,11090,15208,0,0,15208,0.028831042281610732,308107,0.5841034944937031,16.34554243748257,285535,3.116916625433423,10,delegation-heavy
top-10,com.np,top-10/com.np,11240,105808,17760,23,50685,11240,16226,2198,7674,2,0,7676,0.07254649931952216,61925,0.5852582035384848,9.413523131672598,27633,3.1308974746711025,8,rewrite-heavy
top-10,com.sg,top-10/com.sg,11072,167002,43812,129,87614,11072,17094,3099,4182,0,0,4182,0.025041616268068646,98686,0.5909270547658112,15.083273121387283,84469,3.1289565394426413,8,delegation-heavy
top-10,com.tw,top-10/com.tw,41847,456118,160138,218,193747,41847,47030,5400,7738,0,0,7738,0.016964908203578898,235594,0.5165198479340872,10.899658278968623,204814,3.226081847241284,8,delegation-heavy
top-10,com.ua,top-10/com.ua,27966,524028,141619,1492,286042,27966,49253,8142,9514,0,0,9514,0.018155518407413345,314008,0.5992198890135642,18.738039047414716,296816,3.1073549504988285,7,delegation-heavy
top-10,gov.cn,top-10/gov.cn,14580,112866,38816,21,51836,14580,5780,216,1617,0,0,1617,0.014326723725479773,66416,0.5884500203781475,7.741152263374485,49812,3.181214891995818,7,delegation-heavy
top-10,net.au,top-10/net.au,13504,210049,61797,726,102428,13504,21048,3403,7143,0,0,7143,0.03400635089907593,115932,0.5519283595732425,15.554576421800947,99856,3.1814195735280815,8,delegation-heavy
top-10,org.br,top-10/org.br,11285,171412,41708,278,79214,11285,24423,6600,7904,0,0,7904,0.04611112407532728,90499,0.5279618696473992,15.189366415595924,71069,3.160163815835531,7,delegation-heavy
